id,level,grammar_point,connection,meaning,examples
96,N4+N3,【表示目的地名】に【 】动,,～ 所里有～ 场,"[{""jp"": ""表示移动行为的目的地，也可以用 へ“ ”代替。"", ""cn"": """"}, {""jp"": ""“に 和 へ ” “ ”比较："", ""cn"": """"}, {""jp"": ""“に 的用法： ”"", ""cn"": """"}, {""jp"": ""1) 【表示 所的名】に【表示物或人的名】が　あります 场 /います"", ""cn"": """"}, {""jp"": ""2) 【表示 的名】に【 】 时间 动"", ""cn"": """"}, {""jp"": ""3) 【表示人的名】に 会（あ）います"", ""cn"": """"}, {""jp"": ""4) 【表示附着点的名】に【 】动"", ""cn"": """"}, {""jp"": ""这些用法不能用 へ“ ”代替。"", ""cn"": """"}, {""jp"": ""只有表示行きます、来ます、帰ります等典型移动动词的目的地时， に 和 へ “ ” “ ”才可以通用。"", ""cn"": """"}]"
97,N4+N3,【一 形】て 【一 形】表示并列 类 类,,,"[{""jp"": ""两个以上的一类形容词并列使用时，使用一类形容词的 て“ ” 形 .一 形容 的 て形 是将 尾的 い 类 词 词 “ ” “ ”变为"", ""cn"": """"}, {""jp"": ""一 形容 类 词 て形"", ""cn"": """"}, {""jp"": ""明るい（あかるい）　　　　あかるくて"", ""cn"": """"}, {""jp"": ""新しい（あたらしい）　　　あたらしくて"", ""cn"": """"}, {""jp"": ""ホテルの部屋（へや）は　広（ひろ）くて　明るいです。"", ""cn"": """"}, {""jp"": ""【一 形】て 【一 形】也可以用来 类 类 修饰名词"", ""cn"": """"}, {""jp"": ""軽くて　暖かい　コート　を　買いました。"", ""cn"": """"}]"
98,N4+N3,【二 形】で 【二 形】表示并 类 类,,,"[{""jp"": ""两个以上的二类形容词并列使用时，使用二类形容词的 て“ ” 形 .二类形容词的 て“ ” 形 是二类形容词+で形式"", ""cn"": """"}, {""jp"": ""二类形容词 て形"", ""cn"": """"}, {""jp"": ""簡単（かんたん）　　　　　かんたんで"", ""cn"": """"}, {""jp"": ""親切（しんせつ）　　　　　しんせつで"", ""cn"": """"}, {""jp"": ""にぎやか　　　　　　　　　にぎやかで"", ""cn"": """"}, {""jp"": ""この　コンピュータ 操作は（そうさは）簡単　で　便利です（べんり）"", ""cn"": """"}]"
99,N4+N3,【名 1】で【名 2】表示并列,,两个以上的名词并列使用时使,"[{""jp"": ""わたしは　旅行会社（りょこうがいしゃ）の社員（しゃいん）で、営業部（えいぎょうぶ）の部長です。"", ""cn"": """"}]"
100,N4+N3,【 】て います　表示 动 结果状态,,表示动作结束后留下的结果状态。,"[{""jp"": ""森さんは　車（くるま）を　持って（もって）います。"", ""cn"": """"}]"
101,N4+N3,小句が、 小句　表示转折,,,"[{""jp"": ""表示两个小句的转折关系时，用助词 が 。"", ""cn"": """"}]"
102,N4+N3,まだ　+ 【 的否定】 动,,表示还没有达到所询问的内容和程度。相当于汉语中的“ ” 还没有 。,"[{""jp"": ""何年（なんねん）ぐらい　日本語　を　勉強しましたか。"", ""cn"": """"}, {""jp"": ""二年　勉強しました。"", ""cn"": """"}, {""jp"": ""でも、まだ　あまり　できません。"", ""cn"": """"}, {""jp"": ""此外，对用 もう “ ” “ ” 提问的句子做否定回答时，使用 もだ　～て　いません 的形式。"", ""cn"": """"}]"
103,N4+N3,【名】が　欲（ほ）しいです,,,"[{""jp"": ""表示愿望时，使用“【名 1】は【名 2】が　欲しいです 一表 ”这 达形式。"", ""cn"": """"}, {""jp"": ""（あなたは）　何がほしいですか。"", ""cn"": """"}, {""jp"": ""新しい（あたらしい）　パソコン　が　欲しいです。"", ""cn"": """"}]"
104,N4+N3,【名】を　【 】たいです 动,,,"[{""jp"": ""表达相当于汉语中“ ” “ 想～ 的意思时，使用 【名 1】は【名 2】を　たいです 。"", ""cn"": """"}, {""jp"": ""たい前接 ます形 去 ” “ ” 动词"", ""cn"": """"}, {""jp"": ""掉“ ” ます 的形式。"", ""cn"": """"}, {""jp"": ""（わたしは）映画（えいが）を　見たいです。"", ""cn"": """"}, {""jp"": ""（あなたは）何も　したしですか。"", ""cn"": """"}, {""jp"": ""何も　したく　ありません。"", ""cn"": """"}]"
105,N4+N3,【 】ませんか 动,,,"[{""jp"": ""动词的否定形式“ ” “ ” ～ませんか 加上表示疑问的 か ，表示提议。"", ""cn"": """"}, {""jp"": ""少し（すこし）休みませんか。"", ""cn"": """"}]"
106,N4+N3,【 】ましょう 动,,,"[{""jp"": ""把动词 ます “ ” “ ” “ ” 形 的 ます 换车 ましょう ，表示提议。"", ""cn"": """"}, {""jp"": ""ちょっと　休みましょう。"", ""cn"": """"}, {""jp"": ""【 】ましょう的礼 动 动 貌程度不及【 】ませんか高。"", ""cn"": """"}]"
107,N4+N3,疑问词 + でも,,,"[{""jp"": ""表示在任何情况下事态都相同时，使用“ 疑问词 + でも”"", ""cn"": """"}, {""jp"": ""なんでも　いいです　什么都行"", ""cn"": """"}, {""jp"": ""だれでも　分ります。"", ""cn"": """"}]"
108,N4+N3,【一 形】なります 类,,,"[{""jp"": ""其构成方式是把一类形容词的词尾 い“ ” “ ” “ ” 变成 く ，再加 あります 。"", ""cn"": """"}, {""jp"": ""だんだん　暖（あたた）かくなります。"", ""cn"": """"}]"
109,N4+N3,【一 形】します 类,,,"[{""jp"": ""其构成方式是把一类形容词的词尾 い“ ” “ 变成 く"", ""cn"": """"}, {""jp"": ""”，再加 あ“ ” ります 。"", ""cn"": """"}, {""jp"": ""テレビの　音（おと）を　大（おお）き　く　します。"", ""cn"": """"}]"
110,N4+N3,【二 形】 类 /【名】に　なります,,表示性质或状态发生了变化。,[]
111,N4+N3,【二 形】 类 /【名】に　します,,表示因主语的意志性动作、作用引起事物发生变化的场合。把～变～,[]
112,N4+N3,【一 形】 类 /【二 形】 类 ほうが　いいです,,,"[{""jp"": ""比较两个以上的事物的性质，认为其中一个比较好时，可用“【一类形】+ ほうが　いいです”"", ""cn"": """"}, {""jp"": ""“【二 形】な　 类 ほうが　いいです ，表示 ” 自己的 或 选择 向别人的提议。"", ""cn"": """"}, {""jp"": ""部屋は（へや）広い　ほうが　いいです。"", ""cn"": """"}]"
113,N4+N3,自动词 动词 和他,,,"[{""jp"": ""他动词，其宾语用 を 表示 “ ”"", ""cn"": """"}, {""jp"": ""自动词，其主语用 が 表示 “ ”"", ""cn"": """"}, {""jp"": ""窓（まど）が　開きました。"", ""cn"": """"}, {""jp"": ""（李さんが）窓（まど）を　開きました 小李把窗户打开了。"", ""cn"": """"}]"
114,N4+N3,的 た形 动词 “ ”,,一类动词,"[{""jp"": ""“た形” “ ” “ ” “ ” “ ” “ ” “ ” 的变化方式是把 て形 中的 て 变成 た ，把 て形 中的 で 变成 だ"", ""cn"": """"}, {""jp"": ""类别 ます形 　　　 て形　　　　　　　　た形"", ""cn"": """"}, {""jp"": ""書きます（かきます写）　　　　　　　　かいて　　　　　　　かいた"", ""cn"": """"}, {""jp"": ""行きます（いきます去）　　　　　　　　いって　　　　　　　いった"", ""cn"": """"}, {""jp"": ""急げます（いそげます急）　　　　　　　いそいで　　　　　　いそいだ"", ""cn"": """"}, {""jp"": ""飛びます（とびます ）　　　　　　　　とんで　　　　　　　とんだ 飞"", ""cn"": """"}, {""jp"": ""読みます（よみます ）　　　　　　　　よんで　　　　　　　よんだ 读"", ""cn"": """"}, {""jp"": ""死にます（しにます死）　　　　　　　　しんで　　　　　　　しんだ"", ""cn"": """"}, {""jp"": ""待ちます（まちます等）　　　　　　　　まって　　　　　　　まった"", ""cn"": """"}, {""jp"": ""売ります（うります ）　　　　　　　　うって　　　　　　　うった 卖"", ""cn"": """"}, {""jp"": ""買います（かいます ）　　　　　　　　かって　　　　　　　かった 买"", ""cn"": """"}, {""jp"": ""話します（はなします ）　　　　　　　はなして　　　　　　はなした 说"", ""cn"": """"}, {""jp"": ""食べます（たべます吃）　　　　　　　　たべて　　　　　　　たべた"", ""cn"": """"}, {""jp"": ""見ます（みます看）　　　　　　　　　　みて　　　　　　　　みた"", ""cn"": """"}, {""jp"": ""来ます（きます来）　　　　　　　　　　きて　　　　　　　　きた"", ""cn"": """"}, {""jp"": ""します（做）"", ""cn"": """"}]"
115,N4+N3,【 た形】ことが　あります 动词,,表示过去的经过。大致相当于汉语中的 （“ ” 曾经）～过 ，通常至少半年以前发生的事情。,"[{""jp"": ""其否定形式是“ ” 【 动词た形】ことが　ありません"", ""cn"": """"}, {""jp"": ""强调完全没有某种经历，有时可以加 一“ ” 度も（いちども）"", ""cn"": """"}, {""jp"": ""疑问的表达形式是“ ” 【动词た形】ことが　ありますか"", ""cn"": """"}, {""jp"": ""北京（ペキン）へ　いった　ことが　ありますか。"", ""cn"": """"}, {""jp"": ""いいえ、一度も　いった　ことが　ありません。"", ""cn"": """"}]"
116,N4+N3,【 た形】後で（あとで）、～ 动词,,表示一个动作在另一个动作之后发生时，使用这个句型。,"[{""jp"": ""会社が　終わった　後で、飲みに　いきます。"", ""cn"": """"}]"
117,N4+N3,【 た形】 动词 ほうが　いいです,,该句型用于在两种事物中进行选择时。,"[{""jp"": ""もっと　野菜（やさい）を　食べた　ほうが　いいですよ。"", ""cn"": """"}]"
118,N4+N3,【 】もしようか,,动 议提,"[{""jp"": ""荷物（にもつ）を　持ち（もち）ましょうか。"", ""cn"": """"}, {""jp"": ""はい、お願いします。"", ""cn"": """"}]"
119,N4+N3,敬体形和 体形 简,,形容词只有在做谓语时，才有敬体形和简体形之分。,"[{""jp"": ""“～ます 和 ～です 敬体形 ” “ ”为"", ""cn"": """"}, {""jp"": ""非“ ” “ ” ～ます 和 ～です 为简体形"", ""cn"": """"}, {""jp"": ""动词的敬体形有：～ます，～ません，～ました，～ませんでした"", ""cn"": """"}, {""jp"": ""动词的简体形有：动词的基本形，ない形，た形"", ""cn"": """"}, {""jp"": ""肯定 買います　　　　　買う（基本型） あります　　　　ある"", ""cn"": """"}, {""jp"": ""否定　　買いません　　　　買わない（ない形）　ありません　　　ない"", ""cn"": """"}, {""jp"": ""肯定 買いました　　　　　買った（た形）　　　ありました　　　あった"", ""cn"": """"}, {""jp"": ""否定　　買いませんでした　　買わなかった（なかった形）　ありませんでした　なかった"", ""cn"": """"}]"
120,N4+N3,【小句】 けど，【小句】 表示转折,,比较用于口语,[]
121,N4+N3,【 】たり【 】たり　します 动 动,,,"[{""jp"": ""其构成 动 时 动词 方式是将 的 た形 的 た たり “ ” “ ” “ ” 种 变为"", ""cn"": """"}, {""jp"": ""小野さんは　休みの　日、散歩したり 買い物に　行ったり　します"", ""cn"": """"}]"
122,N4+N3,【一 形】かったり【一 形】かったりです 类 类,,表示状态或状况有多种可能。,"[{""jp"": ""【二 形】だったり【二 形】だったりです 类 类"", ""cn"": """"}, {""jp"": ""【名】だったりり【名】だったりす"", ""cn"": """"}]"
123,N4+N3,【名 1(人)】は【名 2(人)】に【名 3(物)】をくれます,,,"[{""jp"": ""くれます表示给说话人或者说话人一方的人某物。"", ""cn"": """"}, {""jp"": ""其他情况的“ ” 给 应该用　あげます　或　もらいます"", ""cn"": """"}, {""jp"": ""小野さんはたたしに本をくれました。"", ""cn"": """"}]"
124,N4+N3,【 】てあげます 动,,,"[{""jp"": ""别人用助词 に 来表示。"", ""cn"": """"}, {""jp"": ""この本をあなたに　貸して　あげます。"", ""cn"": """"}]"
125,N4+N3,【 】てもらいます 动,,有 说话人 “ ” “ ” 请别人做某事 或 说话人承受了由于别人的动作而带来的恩惠,"[{""jp"": ""别人用助词 に 来表示。"", ""cn"": """"}, {""jp"": ""森さんは李さんに北京案内（あんない）して　もらいました。"", ""cn"": """"}]"
126,N4+N3,【 】てくれます 动,,表示说话人以外的主语为说话人或说话人一方的人做某事。,[]
127,N4+N3,的 动词 命令形,,命令形是 说话人 对听 话人下命令 时使用的表达形式。其构成方式如下：,"[{""jp"": ""一类动词 “ ” 把基本形的最后一个音变 应 成相 的 え 段上的音"", ""cn"": """"}, {""jp"": ""二类动词 “ ” “ ” 把基本形的 る 变成 ろ"", ""cn"": """"}, {""jp"": ""三类动词 “ ” “ ” “ ” “ ” 把 来る（くる） 变成 来い（こい） ，把 する 变成 しろ"", ""cn"": """"}, {""jp"": ""書き（かく写）　　　　　　　　　かけ"", ""cn"": """"}, {""jp"": ""急げ（いそぐ急）　　　　　　　いそげ"", ""cn"": """"}, {""jp"": ""飛び（とぶ飞）　　　　　　　　　とべ"", ""cn"": """"}, {""jp"": ""読み（よむ ）　　　　　　　　　よ 读 め"", ""cn"": """"}, {""jp"": ""死に（しぬ死）　　　　　　　　　しね"", ""cn"": """"}, {""jp"": ""待ち（まつ等）　　　　　　　　　まて"", ""cn"": """"}, {""jp"": ""売り（うる ）　　　　　　　　　うれ 卖"", ""cn"": """"}, {""jp"": ""買い（かう ）　　　　　　　　　かえ 买"", ""cn"": """"}, {""jp"": ""話し（はなす ）　　　　　　　　はなせ 说"", ""cn"": """"}, {""jp"": ""食べる（たべる吃）　　　　　　　　たべろ"", ""cn"": """"}, {""jp"": ""見る（みる看）　　　　　　　　　　みろ"", ""cn"": """"}, {""jp"": ""寝る（ねる）　　　　　　　　　　　ねろ"", ""cn"": """"}, {""jp"": ""来る（くる来）　　　　　　　　　　こい"", ""cn"": """"}, {""jp"": ""する（する做） しろ"", ""cn"": """"}]"
128,N4+N3,【 】なさい 动,,比动词的命令形式稍微客气一些，多用于老师对学生或者父母对孩子提出的要求。,"[{""jp"": ""其接续方式为动词 ます “ ” “ ” “ ” 形 去掉 ます 后加 なさい"", ""cn"": """"}, {""jp"": ""質問（しつもん）　答え（こたえ）なさい。"", ""cn"": """"}]"
129,N4+N3,【动基本形】な 禁止,,禁止听话人做某事,"[{""jp"": ""タバコを吸う（すう）な"", ""cn"": """"}]"
130,N4+N3,【 】て,,动 /【 】ないで 动,"[{""jp"": ""もうちょっと　急い（いそ）で"", ""cn"": """"}]"
131,N4+N3,【名 1】という【名 2】,,提供对方不知道新信息的时候，在表示新信息的词语的后面要加,"[{""jp"": ""田中（たなか）という　名前（なまえ）は日本人の名前です。"", ""cn"": """"}]"
132,N4+N3,的意 动词 志形,,意志形是是指说话人当场表示自己的决心、意志的表达形式。其构成方式如下：,"[{""jp"": ""一类动词 “ ” 把基本形的最后一个音变 应 长 成相 的 お 段上的音的 音。"", ""cn"": """"}, {""jp"": ""二类动词 “ ” “ ” 把基本形的 る 变成 よう"", ""cn"": """"}, {""jp"": ""三类动词 “ ” “ ” “ ” “ ” 把 来る（くる） 变成 来よう（こよう） ，把 する 变成 しよう"", ""cn"": """"}, {""jp"": ""書き（かく写）　　　　　　　　　かこう"", ""cn"": """"}, {""jp"": ""急げ（いそぐ急）　　　　　　　　いそごう"", ""cn"": """"}, {""jp"": ""飛び（とぶ飞）　　　　　　　　　とぼう"", ""cn"": """"}, {""jp"": ""読み（よむ ）　　　　　　　　　よもう 读"", ""cn"": """"}, {""jp"": ""死に（しぬ死）　　　　　　　　　しのう"", ""cn"": """"}, {""jp"": ""待ち（まつ等）　　　　　　　　　まとう"", ""cn"": """"}, {""jp"": ""売り（うる ）　　　　　　　　　うろう 卖"", ""cn"": """"}, {""jp"": ""買い（かう ）　　　　　　　　　かおう 买"", ""cn"": """"}, {""jp"": ""話し（はなす ）　　　　　　　　はなそう 说"", ""cn"": """"}, {""jp"": ""食べる（たべる吃）　　　　　　　　たべよう"", ""cn"": """"}, {""jp"": ""見る（みる看）　　　　　　　　　　みよう"", ""cn"": """"}, {""jp"": ""寝る（ねる）　　　　　　　　　　　ねよう"", ""cn"": """"}, {""jp"": ""来る（くる来）　　　　　　　　　　こよう"", ""cn"": """"}, {""jp"": ""する（する做） しよう"", ""cn"": """"}]"
