level,word,pitch_accent,pos,reading,meaning
 1-N4+N5,軽い,⓪,イ形,かるい,轻的；轻微的；轻快的；简单的；轻浮的
 2-N3::2-中低频,鶏肉,⓪,名,けいにく,鸡肉
 1-N4+N5,結構,①,名・副・ナ形,けっこう,非常好；（表示拒绝）不需要，够了；可以，好；还不错
 1-N4+N5,結婚,⓪,名・自動3,けっこん,结婚
 1-N4+N5,月曜日,③,名,げつようび,周一
 2-N3::1-高频,健康,⓪,名・ナ形,けんこう,健康；健康的
 1-N4+N5,嫌,②,ナ形,いや,讨厌的，反感的
 1-N4+N5,嫌い,⓪,名・ナ形,きらい,讨厌，不喜欢；（…のきらいがある）不好的倾向
 1-N4+N5,建物,②③,名,たてもの,建筑物，房屋
 1-N4+N5,犬,②,名,いぬ,狗
 1-N4+N5,見る,①,他動2,みる,看
 1-N4+N5,鍵,②,名,かぎ,钥匙；锁；关键
 1-N4+N5,元気,①,名・ナ形,げんき,精神，活力；有精神
 1-N4+N5,厳しい,③,イ形,きびしい,严格的，严厉的；厉害的，严峻的
 1-N4+N5,玄関,①,名,げんかん,玄关处，门口
 1-N4+N5,言う,⓪,自他動1,いう,说话，告诉；叫作
 1-N4+N5,言葉,③,名,ことば,语言，话，词
 1-N4+N5,古い,②,イ形,ふるい,古老的，旧的
 1-N4+N5,呼ぶ,⓪,他動1,よぶ,呼唤；叫来；叫作；邀请
 1-N4+N5,五つ,②,名,いつつ,五个；五岁
 1-N4+N5,五日,⓪,名,いつか,五号；五天
 1-N4+N5,午後,①,名,ごご,下午，午后
 1-N4+N5,午前,①,名,ごぜん,上午
 1-N4+N5,後,①,名,あと,后面；之后
 1-N4+N5,後ろ,⓪,名,うしろ,后面；背后
 2-N3::2-中低频,語,①,名,ご,单词，词语
 1-N4+N5,交差点,⓪③,名,こうさてん,十字路口
 1-N4+N5,交番,⓪,名,こうばん,警亭，派出所
 1-N4+N5,公園,⓪,名,こうえん,公园
 1-N4+N5,厚い,⓪,イ形,あつい,厚的；（人情）深厚的
 1-N4+N5,口,⓪,名,くち,嘴；言语；出入口
 1-N4+N5,向こう,②⓪,名,むこう,正面；对面；对方；（远处看不到的）那边
 2-N3::2-中低频,喉,①,名,のど,喉咙，嗓子
 1-N4+N5,好き,②,名・ナ形,すき,喜欢
 1-N4+N5,工場,③,名,こうじょう,工厂
 1-N4+N5,広い,②,イ形,ひろい,宽阔的；广泛的；宽广的
 1-N4+N5,紅茶,⓪,名,こうちゃ,红茶
 1-N4+N5,行く,⓪,自動1,いく,去，往，到
 1-N4+N5,降りる,②,自動2,おりる,下降；下（车）
 1-N4+N5,降る,①,自動1,ふる,下（雨、雪等）
 1-N4+N5,高い,②,イ形,たかい,高的；贵的
 1-N4+N5,国,⓪,名,くに,国家；家乡
 1-N4+N5,黒,①,名,くろ,黑色
 1-N4+N5,黒い,②,イ形,くろい,黑色的；脏的；邪恶的
 1-N4+N5,込む,①,自動1,こむ,（混）拥挤；（込）费事，精巧
 1-N4+N5,今,①,名,いま,现在，当前；立刻
 2-N3::2-中低频,今まで,③,副,いままで,至今为止
 1-N4+N5,今月,⓪,名,こんげつ,这个月
 1-N4+N5,今週,⓪,名,こんしゅう,这周
 1-N4+N5,今朝,①,名,けさ,今天早上
 1-N4+N5,今日,①,名,きょう,今天
 1-N4+N5,今年,⓪,名,ことし,今年
 1-N4+N5,今晩,①,名,こんばん,今晚，今夜
 1-N4+N5,困る,②,自動1,こまる,感到困难；为难
 1-N4+N5,左,⓪,名,ひだり,左，左边
 1-N4+N5,左手,⓪,名,ひだりて,左手
 1-N4+N5,差す,①,自他動1,さす,照射；撑，打；注入（液体）
 1-N4+N5,砂糖,②,名,さとう,砂糖
 1-N4+N5,座る,⓪,自動1,すわる,坐；居某地位
 3-N2::2-中低频,再来月,⓪②,名,さらいげつ,下下个月
 1-N4+N5,再来週,⓪,名,さらいしゅう,下下周，下下星期
 3-N2::2-中低频,再来年,⓪,名,さらいねん,后年
 1-N4+N5,最後,①,名,さいご,最后
 1-N4+N5,最初,⓪,名,さいしょ,第一，开始，最初
 1-N4+N5,祭り,⓪,名,まつり,祭祀，庙会，节日
 1-N4+N5,細い,②,イ形,ほそい,细的，窄的；小的，弱的
 1-N4+N5,財布,⓪,名,さいふ,钱包
 2-N3::1-高频,咲く,⓪,自動1,さく,开花
 1-N4+N5,作る,②,他動1,つくる,制作；做
 2-N3::2-中低频,作家,⓪,名,さっか,作家
 1-N4+N5,作文,⓪,名・自動3,さくぶん,作文
 1-N4+N5,撮る,①,他動1,とる,照相，摄像
 1-N4+N5,雑誌,⓪,名,ざっし,杂志
 1-N4+N5,皿,⓪,名,さら,盘子，碟子
 1-N4+N5,三つ,③⓪,名,みっつ,三个；三岁
 1-N4+N5,三日,⓪,名,みっか,三号，三日；三天
 1-N4+N5,傘,①,名,かさ,雨伞
 1-N4+N5,山,②,名,やま,山
 1-N4+N5,散歩,⓪,名・自動3,さんぽ,散步
 1-N4+N5,仕事,⓪,名,しごと,工作，职业
 1-N4+N5,使い方,⓪,名,つかいかた,用法
 1-N4+N5,使う,⓪,他動1,つかう,使用；花费
 1-N4+N5,四つ,③⓪,名,よっつ,四个；四岁
 1-N4+N5,四日,⓪,名,よっか,四天；四号
 1-N4+N5,始まる,⓪,自動1,はじまる,开始
 1-N4+N5,子供,⓪,名,こども,小孩；孩子
 1-N4+N5,思う,②,他動1,おもう,思考；认为
 1-N4+N5,指,②,名,ゆび,手指，脚趾
 1-N4+N5,止まる,⓪,自動1,とまる,停止
 1-N4+N5,死ぬ,⓪,自動1,しぬ,死亡
 1-N4+N5,私,⓪,代・名,わたし,我
 1-N4+N5,紙,②,名,かみ,纸
 1-N4+N5,試験,②,名・他動3,しけん,考试；测验
 1-N4+N5,歯,①,名,は,牙，牙齿
 1-N4+N5,持つ,①,他動1,もつ,拿；带着；拥有，持有
 1-N4+N5,時,②,名,とき,时间；时期；时候；时机
 1-N4+N5,時々,⓪,副・名,ときどき,有时，偶尔
 1-N4+N5,時間,⓪,名,じかん,时间，时刻
 1-N4+N5,時計,⓪,名,とけい,钟，表
 1-N4+N5,次,②,名,つぎ,下一个，下面
 1-N4+N5,次に,②,接,つぎに,接着，其次
 1-N4+N5,耳,②,名,みみ,耳朵；听力；把手，边角
 3-N2::1-高频,自己,①,名,じこ,自己
 1-N4+N5,自転車,②⓪,名,じてんしゃ,自行车
 2-N3::1-高频,自動車,②⓪,名,じどうしゃ,汽车
 1-N4+N5,自分,⓪,名・代,じぶん,自己；我
 1-N4+N5,辞書,①,名,じしょ,词典，辞典，字典
 1-N4+N5,七つ,②,名,ななつ,七个；七岁
 1-N4+N5,七日,⓪,名,なのか,七号；七天
 1-N4+N5,質問,⓪,名・自他動3,しつもん,问题，提问
 1-N4+N5,写真,⓪,名,しゃしん,照片
 1-N4+N5,社員,①,名,しゃいん,公司职员
 2-N3::1-高频,社会,①,名,しゃかい,社会
 1-N4+N5,車,⓪,名,くるま,车
 1-N4+N5,借りる,⓪,他動2,かりる,（从别人那里）借，租；借助
 1-N4+N5,若い,②,イ形,わかい,年轻的；年幼的；幼稚的
 1-N4+N5,寂しい,③,イ形,さびしい,寂寞的，无聊的；荒凉的，冷清的
 1-N4+N5,弱い,②,イ形,よわい,弱的；不擅长的
 2-N3::1-高频,主人,①,名,しゅじん,一家之主；店主；丈夫
 1-N4+N5,取る,①,他動1,とる,拿；获得
 1-N4+N5,守る,②,他動1,まもる,遵守；保护
 1-N4+N5,手,①,名・接尾,て,手，手臂；把手；……的人
 1-N4+N5,手紙,⓪,名,てがみ,书信
 1-N4+N5,手洗い,②,他動3・名,てあらい,洗手间；用手洗
 1-N4+N5,種類,①,名,しゅるい,种类
 1-N4+N5,酒,⓪,名,さけ,酒；酒量
 1-N4+N5,首,⓪,名,くび,脖子；颈；头
 1-N4+N5,すし,②①,名,すし,寿司
 1-N4+N5,授業,①,名・自動3,じゅぎょう,课，上课
 1-N4+N5,秋,①,名,あき,秋天
 1-N4+N5,終わる,⓪,自他動1,おわる,完，结束；……完
 1-N4+N5,習う,②,他動1,ならう,（接受教导并）学习，练习
 1-N4+N5,週,①,名,しゅう,周，礼拜
 1-N4+N5,週末,⓪,名,しゅうまつ,周末
 1-N4+N5,住む,①,自動1,すむ,居住
 1-N4+N5,十日,⓪,名,とおか,十号；十天
 3-N2::2-中低频,縦,①,名,たて,纵，竖
 1-N4+N5,重い,⓪,イ形,おもい,重的；沉重的；严重的
 1-N4+N5,宿題,⓪,名,しゅくだい,作业
 1-N4+N5,出かける,⓪,自動2,でかける,出门，出发
 1-N4+N5,出す,①,他動1,だす,拿出，取出；上交，提出；邮寄
 1-N4+N5,出る,①,自動2,でる,出去；显出；出发；参加；接电话
 1-N4+N5,出口,①,名,でぐち,出口
 2-N3::1-高频,出張,⓪,名・自動3,しゅっちょう,出差
 1-N4+N5,春,①,名,はる,春天，春季
 1-N4+N5,春休み,③,名,はるやすみ,春假
 1-N4+N5,初めて,②,副,はじめて,初次，第一次
 1-N4+N5,所,③,名,ところ,场所，地方
 1-N4+N5,暑い,②,イ形,あつい,（天气）热的
 1-N4+N5,書き方,③④,名,かきかた,写法
 1-N4+N5,書く,①,他動1,かく,写
 2-N3::1-高频,書類,⓪,名,しょるい,文件，资料
 1-N4+N5,女,③,名,おんな,女性，女人
 1-N4+N5,女の子,③,名,おんなのこ,女孩子；年轻女性
 1-N4+N5,女性,⓪,名,じょせい,女性，女人
 2-N3::2-中低频,小〜,,接頭,こ〜,小……；稍微……
 1-N4+N5,小さい,③,イ形,ちいさい,小的；程度低的；年轻的
 1-N4+N5,小さな,①,連体,ちいさな,小，微小的
 1-N4+N5,小学校,③,名,しょうがっこう,小学
 1-N4+N5,小学生,③,名,しょうがくせい,小学生
 1-N4+N5,少し,②,副,すこし,很少，一点点
 1-N4+N5,少ない,③,イ形,すくない,少的
 1-N4+N5,消える,⓪,自動2,きえる,熄灭；消失
 1-N4+N5,消す,⓪,他動1,けす,关掉（电源）；熄灭；抹去
 1-N4+N5,笑う,⓪,自他動1,わらう,笑；嘲笑
 1-N4+N5,象,①,名,ぞう,大象
 1-N4+N5,上,⓪②,名,うえ,上面；表面；前面；（程度、地位、等级等）高；（年龄）大
 1-N4+N5,上げる,⓪,他動2,あげる,举高；提高
 1-N4+N5,上手,③,名・ナ形,じょうず,擅长，高明
 2-N3::2-中低频,丈夫,⓪,ナ形,じょうぶ,健康，强壮；坚固，结实
 1-N4+N5,乗る,⓪,自動1,のる,乘坐；登上
 1-N4+N5,色,②,名,いろ,颜色；肤色；种类
 1-N4+N5,食べる,②,他動2,たべる,吃
 1-N4+N5,食べ物,③②,名,たべもの,食物，食品
 1-N4+N5,食堂,⓪,名,しょくどう,食堂，餐厅
 1-N4+N5,信じる,③,他動2,しんじる,相信，信赖；信仰
 1-N4+N5,信号,⓪,名・自動3,しんごう,信号；红绿灯
 1-N4+N5,寝る,⓪,自動2,ねる,睡觉；躺着
 1-N4+N5,心,②③,名,こころ,心；心情；意愿
 1-N4+N5,新しい,④,イ形,あたらしい,新的
 2-N3::1-高频,新鮮,⓪,名・ナ形,しんせん,新鲜，鲜活
 1-N4+N5,新聞,⓪,名,しんぶん,报纸
 1-N4+N5,申す,①,他動1・補動,もうす,叫作
 1-N4+N5,真面目,⓪,名・ナ形,まじめ,认真；老实
 3-N2::2-中低频,神,①,名,かみ,神，上帝
 1-N4+N5,親,②,名,おや,父母
 1-N4+N5,辛い,②,イ形,からい,辣的；烈的
 1-N4+N5,つらい,⓪②,イ形,つらい,难受的，艰苦的
 1-N4+N5,人,⓪②,名,ひと,人；某人；人品
 1-N4+N5,人間,⓪,名,にんげん,人，人类
 1-N4+N5,人気,⓪,名,にんき,人气，受欢迎
 1-N4+N5,図書館,②,名,としょかん,图书馆
 1-N4+N5,吹く,①②,自他動1,ふく,刮风；吹
 1-N4+N5,水,⓪,名,みず,水
 1-N4+N5,水曜日,③,名,すいようび,周三
 1-N4+N5,数,①,名,かず,数，数量
 3-N2::2-中低频,数々,①,副・名,かずかず,种种，许多
 2-N3::2-中低频,数字,⓪,名,すうじ,数字
 1-N4+N5,世界,①,名,せかい,地球，世界，社会
 1-N4+N5,晴れ,②,名,はれ,晴天
 1-N4+N5,晴れる,②,自動2,はれる,天气放晴；心情愉快
 1-N4+N5,生まれる,⓪,自動2,うまれる,出生；产生，创立
 1-N4+N5,生活,⓪,名・自動3,せいかつ,生活
 1-N4+N5,生徒,①,名,せいと,（初中或高中的）学生
 1-N4+N5,声,①,名,こえ,（人或动物发出的）声音；意见，反馈
 1-N4+N5,西,⓪,名,にし,西方
 1-N4+N5,青,①,名,あお,蓝色；青色，绿色；绿灯
 1-N4+N5,青い,②,イ形,あおい,蓝色的；绿色的；苍白的；不成熟的
 1-N4+N5,静か,①,ナ形,しずか,安静；平静；悄悄地
 1-N4+N5,席,①,名,せき,座位，席位
 1-N4+N5,赤,①,名,あか,红色；完全
 1-N4+N5,赤い,⓪,イ形,あかい,红色的
 1-N4+N5,切る,①,他動1,きる,切，割；中断，关闭
 1-N4+N5,切手,⓪,名,きって,邮票
 1-N4+N5,切符,⓪,名,きっぷ,（车、船等的）票
 1-N4+N5,雪,②,名,ゆき,雪
 1-N4+N5,先,⓪,名,さき,顶，尖；前方；先
 4-N1::3-低频,先々週,⓪③,名,せんせんしゅう,上上周
 1-N4+N5,先に,⓪,副,さきに,之前，以前
 1-N4+N5,先月,①,名,せんげつ,上个月
 1-N4+N5,先週,⓪,名,せんしゅう,上周
 1-N4+N5,先生,③,名,せんせい,对老师、医生、律师等的敬称
 1-N4+N5,先輩,⓪,名,せんぱい,前辈；学长，学姐
 1-N4+N5,千,①,名,せん,千
 1-N4+N5,川,②,名,かわ,河川，河流
 1-N4+N5,洗う,⓪,他動1,あらう,洗
 1-N4+N5,洗濯,⓪,名・他動3,せんたく,洗衣服
 2-N3::2-中低频,洗濯機,④③,名,せんたくき,洗衣机
 1-N4+N5,船,①,名,ふね,船
 1-N4+N5,選ぶ,②,他動1,えらぶ,选择，挑选
 1-N4+N5,前,①,名,まえ,前面；以前
 2-N3::1-高频,全員,⓪,名,ぜんいん,全体成员
 1-N4+N5,全部,①,名・副,ぜんぶ,全部
 2-N3::2-中低频,祖父母,②,名,そふぼ,祖父母
 1-N4+N5,掃除,⓪,名・他動3,そうじ,打扫
 1-N4+N5,早い,②,イ形,はやい,早的
 3-N2::2-中低频,相撲,⓪,名,すもう,相扑（运动）
 1-N4+N5,窓,①,名,まど,窗户
 1-N4+N5,草,②,名,くさ,草，杂草
 1-N4+N5,走る,②,自動1,はしる,奔跑；行驶
 1-N4+N5,送る,⓪,他動1,おくる,邮寄，发送；派遣；送别；度过
 1-N4+N5,側,⓪,名,がわ,一侧，一方
 1-N4+N5,息子,⓪,名,むすこ,儿子
 1-N4+N5,村,②,名,むら,村庄，农村
 1-N4+N5,多い,①②,イ形,おおい,多的
 1-N4+N5,太い,②,イ形,ふとい,胖的；粗的
 2-N3::2-中低频,太陽,①,名,たいよう,太阳
 1-N4+N5,だめ,②,名・ナ形,だめ,没用；做不到；不可以
 1-N4+N5,体,⓪,名,からだ,身体；体格；健康
 1-N4+N5,待つ,①,他動1,まつ,等待
 1-N4+N5,貸す,⓪,他動1,かす,借出；提供
 2-N3::1-高频,代わり,⓪,名,かわり,代替，替代
 1-N4+N5,大きい,③,イ形,おおきい,大的；程度高的；年长的
 1-N4+N5,大学,⓪,名,だいがく,大学
 4-N1::2-中频,大学院生,⑤,名,だいがくいんせい,硕士生
 1-N4+N5,大学生,③④,名,だいがくせい,大学生
 1-N4+N5,大丈夫,③,ナ形・副,だいじょうぶ,没问题，不要紧
 1-N4+N5,大人,⓪,名,おとな,成人，大人
 1-N4+N5,大切,⓪,ナ形,たいせつ,重要，宝贵；爱护，小心
 1-N4+N5,大変,⓪,ナ形・副・名,たいへん,麻烦，够呛；非常
 1-N4+N5,卓球,⓪,名,たっきゅう,乒乓球
 1-N4+N5,脱ぐ,①,他動1,ぬぐ,摘掉，脱掉
 1-N4+N5,誰,①,代,だれ,谁
 1-N4+N5,誰か,①,代,だれか,（不确定的指代）某人
 1-N4+N5,探す,⓪,他動1,さがす,寻找（想要的东西）
 1-N4+N5,短い,③,イ形,みじかい,短的；短暂的
 1-N4+N5,誕生日,③,名,たんじょうび,生日
 1-N4+N5,弾く,⓪,他動1,ひく,（用手演奏乐器）弹
 1-N4+N5,暖かい,④,イ形,あたたかい,（天气）暖和的
 1-N4+N5,男,③,名,おとこ,男性，男人
 1-N4+N5,男の子,③,名,おとこのこ,男孩子；年轻男性
 1-N4+N5,知る,⓪,他動1,しる,知道；了解
 1-N4+N5,地下鉄,⓪,名,ちかてつ,地铁
 3-N2::1-高频,地震,⓪,名,じしん,地震
 1-N4+N5,地図,①,名,ちず,地图
 1-N4+N5,池,②,名,いけ,水池，水塘
 1-N4+N5,置く,⓪,他動1,おく,放，置
 1-N4+N5,遅い,⓪②,イ形,おそい,晚的；迟缓的
 1-N4+N5,茶色,⓪,ナ形・名,ちゃいろ,茶色，褐色
 4-N1::2-中频,茶 碗[わん],⓪,名,ちゃわん,碗，茶杯，饭碗
 1-N4+N5,着く,①②,自動1,つく,到达，送达
 1-N4+N5,着る,⓪,他動2,きる,穿（衣服等）
 1-N4+N5,中,①,名,なか,内部，里面；其中
 2-N3::2-中低频,中華料理,④,名,ちゅうかりょうり,中国菜
 1-N4+N5,中学,①,名,ちゅうがく,中学；初中
 1-N4+N5,中学校,③,名,ちゅうがっこう,初中
 1-N4+N5,中学生,③④,名,ちゅうがくせい,初中生
 1-N4+N5,中国,①,名,ちゅうごく,中国
 1-N4+N5,昼,②,名,ひる,白天；中午
 1-N4+N5,昼ご飯,③,名,ひるごはん,午饭
 1-N4+N5,丁寧,①,名・ナ形,ていねい,礼貌；细心周到
 4-N1::1-高频,張る,⓪,自他動1,はる,拉；挺；膨胀；覆盖；（肌肉）发酸
 1-N4+N5,貼る,⓪,他動1,はる,贴，张贴
 1-N4+N5,朝,①,名,あさ,早晨，早上
 1-N4+N5,朝ご飯,③,名,あさごはん,早饭
 1-N4+N5,町,②,名,まち,城镇；町
 1-N4+N5,長い,②,イ形,ながい,长的；长久的
 1-N4+N5,鳥,⓪,名,とり,鸟；鸡
 1-N4+N5,痛い,②,イ形,いたい,疼痛的；痛苦的
 1-N4+N5,低い,②,イ形,ひくい,矮的；（声音）小的；低的
 3-N2::2-中低频,定価,⓪,名,ていか,规定的价格
 1-N4+N5,庭,⓪,名,にわ,庭院，院子
 1-N4+N5,弟,④,名,おとうと,（自己的）弟弟
 1-N4+N5,天気,①,名,てんき,天气；晴天
 3-N2::1-高频,天候,⓪,名,てんこう,（相对较短的时间内）天气状况
 1-N4+N5,店,②,名,みせ,商店，店铺
 1-N4+N5,伝える,⓪③,他動2,つたえる,通知，传达；传授
 2-N3::1-高频,田舎,⓪,名,いなか,乡下，农村；老家
 1-N4+N5,電気,①,名,でんき,电；电灯
 1-N4+N5,電車,⓪①,名,でんしゃ,电车
 1-N4+N5,電話,⓪,名・自他動3,でんわ,电话
 1-N4+N5,渡す,⓪,他動1,わたす,交，给；渡过
 1-N4+N5,渡る,⓪,自動1,わたる,渡过，通过
 1-N4+N5,登る,⓪,自動1,のぼる,登上
 2-N3::2-中低频,都会,⓪,名,とかい,都市，大城市
 3-N2::2-中低频,都市,①,名,とし,都市，城市
 1-N4+N5,土曜日,②,名,どようび,周六
 1-N4+N5,冬,②,名,ふゆ,冬天，冬季
 1-N4+N5,冬休み,③,名,ふゆやすみ,寒假
 1-N4+N5,東,⓪③,名,ひがし,东
 1-N4+N5,答え,②③,名,こたえ,回复；答案
 1-N4+N5,答える,③②,自他動2,こたえる,回应；回答，解答
 1-N4+N5,頭,③②,名,あたま,头；顶部；头脑
 1-N4+N5,働く,⓪,自動1,はたらく,工作
 1-N4+N5,動物,⓪,名,どうぶつ,动物
 1-N4+N5,同じ,⓪,ナ形・副,おなじ,相同，一样
 1-N4+N5,道,⓪,名,みち,道路
 1-N4+N5,道具,③,名,どうぐ,工具
 1-N4+N5,読む,①,他動1,よむ,读；看
 2-N3::2-中低频,豚肉,⓪,名,ぶたにく,猪肉
 1-N4+N5,曇り,③,名,くもり,阴天；模糊不清
 1-N4+N5,曇る,②,自動1,くもる,阴天；朦胧不清，模糊
 1-N4+N5,内容,⓪,名,ないよう,内容
 1-N4+N5,南,⓪,名,みなみ,南方
 1-N4+N5,難しい,④⓪,イ形,むずかしい,难的
 1-N4+N5,二つ,③⓪,名,ふたつ,两个；两岁
 1-N4+N5,二十,①,名,にじゅう,二十
 2-N3::2-中低频,二十歳,①,名,はたち,二十岁
 1-N4+N5,二十日,⓪,名,はつか,二十号，二十日；二十天
 1-N4+N5,二人,③⓪,名,ふたり,两个人
 1-N4+N5,二日,⓪,名,ふつか,二号，二日；两天
 1-N4+N5,肉,②,名,にく,肉，肉类
